0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Alimento,Cenizas,Sodio,Potasio,Calcio,Cobre,Fosforo,Hierro,Magnesio,Zinc,Niacina,Folato EFD,Ácido fólico,"Vitamina A, 
RAE",Retinol,Tiamina,Riboflavina,Vitamina B-12,Vitamina C,Vitamina D
,g,mg,mg,mg,mg,mg,mg,mg,mg,mg,µg,µg,µg,µg,mg,mg,mg,mg,µg
Paté / picadillo,"2,2",697,138,70,"0,4",200,"5,50",13,"2,85","3,30",60,0,991,991,"0,030","0,600","3,20","2,0",0
"Pato, crudo","1,06",74,271,11,"0,253",203,"2,40",19,"1,9","5,30",25,0,24,24,"0,360","0,450","0,40","5,8","0,10"
"Pato, al horno","1,11",65,252,12,"0,231",203,"2,70",20,"2,6","5,10",10,0,23,23,"0,260","0,470","0,40",0,"0,16"
"Pavo, crudo","1,04",118,235,11,"0,079",190,"0,86",27,"1,84","8,10",7,0,9,9,"0,050","0,192","1,24",0,"0,20"
"Pavo, al horno","1,17",101,239,13,"0,091",222,"1,03",29,"2,51","9,50",9,0,4,4,"0,047","0,280","0,94",0,"0,40"
"Pollo con piel, crudo","0,86",69,196,10,"0,06",165,"1,37",19,"1,28","6,43",26,0,13,13,"0,059","0,171","0,99","2,4",0
Pollo con piel (horno/parrilla),"0,86",73,211,12,"0,058",179,"1,26",20,"1,45","7,42",5,0,13,13,"0,057","0,143","0,27",0,0
"Pollo sin piel, crudo","1,07",75,238,10,"0,05",198,"1,03",23,"1,19","7,88",7,0,13,13,"0,069","0,134","0,36",0,0
Pollo sin piel (horno/parrilla),"0,95",75,229,12,"0,057",192,"1,21",21,"1,52","7,88",5,0,12,12,"0,062","0,147","0,29",0,0
"Pollo, menudos, crudos","0,95",77,227,10,"0,218",184,"5,40",17,"3,39","6,21",276,0,2880,2880,"0,080","0,818","9,40","13,1",0
"Pollo, menudos, cocidos","0,83",60,160,12,"0,236",213,"6,09",20,"4,63","4,03",303,0,2443,2443,"0,074","0,808","8,45","6,5",0
"Pollo, pechuga sin piel, crudo","1,13",45,334,5,"0,037",213,"0,37",28,"0,68","9,60",9,0,9,9,"0,094","0,177","0,21",0,"0,04"
"Pollo, pechuga sin piel (horno/pa-
rrilla)","1,33",52,391,5,"0,042",258,"0,45",34,"0,9","12,13",9,0,9,9,"0,107","0,213","0,21",0,"0,04"
"Rana, cruda","0,60",58,285,18,"0,25",147,"1,50",20,1,"1,20",15,0,15,15,"0,140","0,250","0,40",0,"0,32"
"Riñón, crudo","1,33",182,262,13,"0,426",257,"4,60",17,"1,92","8,03",98,0,419,419,"0,357","2,840","27,50","9,4","1,10"
Riñón (horno/parrilla),"1,31",94,135,19,"0,564",304,"5,80",12,"2,84","3,92",83,0,0,0,"0,160","2,970","24,90",0,"1,10"
Salame,"5,37",1358,363,24,"0,096",192,"1,36",20,"2,67","6,11",0,0,11,11,"0,386","0,196","1,15",0,"0,90"
Salchicha de viena,"3,97",1297,283,12,"0,08",130,"1,15",15,"2,47","3,11",5,0,0,0,"0,380","0,213","2,67",0,"0,30"
