0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Alimento,Cenizas,Sodio,Potasio,Calcio,Cobre,Fosforo,Hierro,Magnesio,Zinc,Niacina,Folato EFD,Ácido fólico,"Vitamina A, 
RAE",Retinol,Tiamina,Riboflavina,Vitamina B-12,Vitamina C,Vitamin D
,g,mg,mg,mg,mg,mg,mg,mg,mg,mg,µg,µg,µg,µg,mg,mg,mg,mg,µg
Galletitas integrales sin sal,,30,182,19,"0,42",200,"3,34",110,"2,2","2,40",28,0,0,0,"0,182","0,021",0,0,0
Galletitas tipo copetín,"2,49",726,118,120,"0,104",248,"4,03",18,"0,49","4,35",150,84,0,0,"0,416","0,456",0,0,0
Galletitas tipo talitas o fajitas,"2,79",566,152,19,"0,139",102,"3,65",23,"0,69","3,20",216,117,1,1,"0,702","0,487","0,09",0,0
"Garbanzos, crudos","2,85",24,718,57,"0,656",252,"4,31",79,"2,76","1,54",557,0,3,0,"0,477","0,212",0,"4,0",0
"Garbanzos, enlatados","0,74",212,109,43,"0,25",80,"0,98",24,"0,59","0,13",41,0,1,0,"0,025","0,015",0,"0,1",0
"Garbanzos, hervidos","1,50",8,333,35,"0,352",158,"2,50",48,"1,53","0,53",172,0,1,0,"0,116","0,063",0,"1,3",0
Gérmen de trigo,"4,21",12,892,39,"0,796",842,"6,26",239,"12,29","6,81",281,0,0,0,"1,882","0,499",0,0,0
Granola,"2,31",26,539,76,"0,647",431,"3,95",168,"4,17","2,74",84,0,1,0,"0,548","0,354",0,"1,2",0
Grisines,,552,202,31,"0,21",120,"3,65",30,"0,9","3,20",216,117,1,1,"0,702","0,487",0,0,0
Grisines sin sal,,12,202,31,"0,21",120,"3,65",30,"0,9","3,20",216,117,1,1,"0,702","0,487",0,0,0
Hamburguesa de soja congelada,"2,52",569,333,136,"0,2",206,"2,41",56,"1,26","3,75",124,0,1,0,"2,651","0,244",0,"4,5",0
Harina de algarrobo,"2,27",35,827,348,"0,571",79,"2,94",54,"0,92","1,90",29,0,1,0,"0,053","0,461",0,"0,2",0
"Harina de arroz, cruda","0,61",0,76,10,"0,13",98,"0,35",35,"0,8","2,59",4,0,0,0,"0,138","0,021",0,0,0
"Harina de cebada, cruda","1,20",4,309,32,"0,343",296,"2,68",96,2,"6,27",8,0,0,0,"0,370","0,114",0,0,0
"Harina de centeno, cruda","0,70",2,224,13,"0,213",130,"0,91",32,"1,33","1,30",23,0,0,0,"0,143","0,258",0,0,0
Harina de chía,"4,8",16,407,631,"0,924",860,"7,72",335,"4,58","8,83",49,0,0,0,"0,620","0,170",0,"1,6",0
"Harina de garbanzos, cruda","2,82",64,846,45,"0,912",318,"4,86",166,"2,81","1,76",437,0,2,0,"0,486","0,106",0,0,0
"Harina de maíz, cruda","1,10",25,269,12,"0,142",87,"2,61",18,"0,37","2,40",48,0,11,0,"0,189","0,131",0,0,0
"Harina de maíz, hervida","0,28",6,67,3,"0,04",22,"0,65",5,"0,09","0,60",12,0,3,0,"0,047","0,033",0,0,0
