0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Alimento,Cenizas,Sodio,Potasio,Calcio,Cobre,Fosforo,Hierro,Magnesio,Zinc,Niacina,Folato EFD,Ácido fólico,"Vitamina A, 
RAE",Retinol,Tiamina,Riboflavina,Vitamina B-12,Vitamina C,Vitamin D
,g,mg,mg,mg,mg,mg,mg,mg,mg,mg,µg,µg,µg,µg,mg,mg,mg,mg,µg
Pochoclo acaramelado,"1,5",206,109,43,"0,119",83,"1,74",35,"0,58","2,20",5,0,2,2,"0,065","0,070","0,01",0,0
Pochoclo salado,"2,9",884,225,10,"0,221",250,"2,78",108,"2,64","1,55",17,0,1,0,"0,134","0,136",0,"0,3",0
Polvo de hornear,"71,8",7893,5,7364,"0,013",9918,"11,27",39,"0,02",0,0,0,0,0,0,0,0,0,0
Polvo para preparar brownie,,289,150,12,"0,27",94,"2,44",37,"0,67","1,20",115,61,0,0,"0,298","0,093",0,0,0
"Porotos, crudos","4,1",8,1710,125,"0,984",437,"13,26",190,"3,4","1,70",388,0,0,0,"0,399","0,185",0,0,0
"Porotos, enlatados",,235,290,15,"0,14",68,"1,50",27,"0,6","0,20",12,0,0,0,"0,050","0,030",0,0,0
"Porotos, hervidos","1,75",6,561,90,"0,287",113,"3,70",63,"1,38","0,14",81,0,0,0,"0,118","0,046",0,0,0
"Premezcla para bizcochuelo, SIN 
TACC",,311,20,5,"0,11",84,"0,50",10,"0,5","0,50",15,0,0,0,"0,050","0,050",0,0,0
"Premezcla para panificados, pastas y 
postres, SIN TACC",,40,,,,,,,,,,0,0,0,,,0,0,0
Puflito,,32,59,7,"0,02",33,"0,40",9,"0,1","0,80",7,0,10,0,"0,020","0,080",0,0,0
Quinoa inflada,,0,394,43,"0,59",122,"3,83",197,"3,1","3,00",184,0,0,0,"0,089","0,199",0,0,0
"Quinoa, semilla, cruda","6,10",6,394,171,"0,59",122,"9,50",197,"3,1","3,00",184,0,1,0,"0,089","0,199",0,"0,5",0
"Quinoa, semilla, hervida","0,76",7,172,17,"0,192",152,"1,49",64,"1,09","0,41",42,0,0,0,"0,107","0,110",0,0,0
"Ravioles deshidratados, envasados, 
crudos",,448,146,375,"0,04",183,"1,14",29,"1,2","6,00",8,0,225,225,"0,500","0,500",0,0,0
"Ravioles frescos, artesanal, crudos",,364,146,141,"0,04",183,"1,14",29,"1,2","1,35",21,0,77,69,"0,341","0,126","0,30",0,"0,37"
"Ravioles frescos, artesanal, hervidos",,260,104,101,"0,03",131,"0,82",21,"0,83","0,97",15,0,55,49,"0,243","0,090","0,30",0,"0,27"
"Ravioles frescos, envasados, crudos",,739,146,50,"0,04",183,"1,14",29,"1,2","1,35",15,0,77,69,"0,341","0,126",,0,0
"Rosca de pascuas (panadería / con-
fitería)","0,7",63,149,68,"0,07",135,"2,18",15,"0,8","1,31",127,58,98,97,"0,338","0,270","0,44","0,1","0,30"
