0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Alimento,Cenizas,Sodio,Potasio,Calcio,Cobre,Fosforo,Hierro,Magnesio,Zinc,Niacina,Folato EFD,Ácido fólico,"Vitamina A, 
RAE",Retinol,Tiamina,Riboflavina,Vitamina B-12,Vitamina C,Vitamina D
,g,mg,mg,mg,mg,mg,mg,mg,mg,mg,µg,µg,µg,µg,mg,mg,mg,mg,µg
"Espárrago, crudo","0,70",7,196,25,"0,189",39,"1,00",14,"0,54","0,40",52,0,38,0,"0,186","0,162",0,"12,0",0
"Espárrago, hervido","0,70",7,196,25,"0,189",39,"1,00",14,"0,54","0,38",36,0,34,0,"0,167","0,154",0,"10,2",0
"Espinaca, cruda","1,72",79,558,99,"0,13",49,"2,71",79,"0,53","0,724",194,0,469,0,"0,078","0,189",0,"28,1",0
"Espinaca, hervida","1,81",70,466,136,"0,174",56,"3,57",87,"0,76","0,49",146,0,524,0,"0,095","0,236",0,"9,8",0
"Habas, cruda","2,80",12,502,36,"0,318",157,"1,39",58,"0,78","0,80",34,0,10,0,"0,200","0,152",0,"38,3",0
"Habas, hervida","2,80",12,502,36,"0,318",157,"1,39",58,"0,78","0,76",24,0,9,0,"0,160","0,144",0,"32,6",0
"Hakusai o col china, crudo","0,8",65,252,105,"0,021",37,"0,80",19,"0,19","0,50",66,0,223,0,"0,040","0,070",0,"45,0",0
"Hinojo, crudo","1,05",52,414,49,"0,066",50,"0,73",17,"0,2","0,64",27,0,48,0,"0,010","0,032",0,"12,0",0
"Hinojo, hervido","1,05",52,414,49,"0,066",50,"0,73",17,"0,2","0,61",19,0,43,0,"0,009","0,030",0,"10,2",0
"Hongos, enlatados","1,67",425,129,11,"0,235",66,"0,79",15,"0,72","1,59",12,0,0,0,"0,085","0,021",0,0,"0,20"
"Hongos, frescos, crudos","0,85",5,318,3,"0,318",86,"0,50",9,"0,52","3,61",17,0,0,0,"0,081","0,402","0,04","2,1","0,20"
"Hongos, frescos, rehogados","0,94",12,396,4,"0,291",105,"0,25",11,"0,57","3,99",20,0,0,0,"0,096","0,463",0,0,"0,32"
"Hongos, secos","4,56",13,1534,11,"5,165",294,"1,72",132,"7,66","14,10",163,0,0,0,"0,300","1,270",0,"3,5","3,90"
"Jardinera, enlatada","1,97",250,421,33,"0,10",77,"0,91",21,"0,51","1,00",28,0,322,0,"0,101","0,093",0,"14,6",0
Jengibre,"0,77",13,415,16,"0,226",34,"0,60",43,"0,34","0,75",11,0,0,0,"0,025","0,034",0,"5,0",0
"Kale, crudo","1,54",53,348,254,"0,053",55,"1,60",33,"0,39","1,18",62,0,241,0,"0,113","0,347",0,"93,4",0
"Lechuga, cruda","0,5325",13,205,31,"0,0295",28,"0,87",12,"0,19","0,29",69,0,249,0,"0,060","0,059",0,"4,9",0
"Mandioca, cruda","0,62",14,271,16,"0,1",27,"0,27",21,"0,34","0,85",27,0,1,0,"0,087","0,048",0,"20,6",0
"Mandioca, hervida","0,62",14,271,16,"0,1",27,"0,27",21,"0,34","0,81",19,0,1,0,"0,078","0,046",0,"17,5",0
"Medallones de verdura congelados 
industrializados",,395,547,96,"0,52",133,"2,91",107,"1,1","1,37",62,14,150,0,"0,186","0,226",0,"7,2",0
