0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Alimento,Cenizas,Sodio,Potasio,Calcio,Cobre,Fosforo,Hierro,Magnesio,Zinc,Niacina,Folato EFD,Ácido fólico,"Vitamina A, 
RAE",Retinol,Tiamina,Riboflavina,Vitamina B-12,Vitamina C,Vitamin D
,g,mg,mg,mg,mg,mg,mg,mg,mg,mg,µg,µg,µg,µg,mg,mg,mg,mg,µg
"Chipá preparado a partir de polvo 
premezcla","0,28",706,34,17,"0,02",58,"0,94",3,"0,38","0,04",12,0,40,40,"0,030","0,204","0,41",0,"0,36"
"Chipaco o pan con chicharrón, com-
prado","0,6",639,101,13,"0,1",94,"2,65",13,"0,6","1,57",169,86,0,0,"0,398","0,120",0,0,0
"Choclo, crudo","0,70",40,113,6,"0,054",103,"0,47",37,"0,45","2,00",46,0,0,0,"0,134","0,081",0,"8,2",0
"Choclo, enlatado cremoso","0,98",261,119,4,"0,022",40,"0,31",15,"0,56","0,96",45,0,0,0,"0,025","0,053",0,"4,6",0
"Choclo, enlatado en grano","0,57",163,116,2,"0,031",41,"0,22",11,"0,28","0,78",29,0,2,0,"0,015","0,015",0,"1,7",0
"Choclo, hervido","0,62",4,113,3,"0,046",75,"0,61",29,"0,63","1,52",31,0,0,0,"0,174","0,069",0,"4,8",0
Churros,,2,146,7,"0,045",108,"1,80",14,"0,4","1,27",149,81,0,0,"0,380","0,100",0,0,0
Coquitos (panadería),"1,71",200,123,5,"0,269",68,"0,82",29,"0,73","0,22",3,3,0,0,"0,020","0,060",0,0,0
"Cous Cous, cocido","0,26",5,58,8,"0,041",22,"0,38",8,"0,26","0,98",15,0,0,0,"0,063","0,027",0,0,0
"Cous Cous, crudo","0,62",10,166,24,"0,247",170,"1,08",44,"0,83","3,49",20,0,0,0,"0,163","0,078",0,0,0
Cucurucho / cubanito,"0,7",256,112,25,"0,204",97,"3,60",26,"0,67","4,43",291,168,0,0,"0,250","0,354",0,0,0
Empanaditas chinas (restaurant),,384,200,32,"0,087",86,"1,48",19,"0,85","2,12",97,32,368,0,"0,226","0,104","0,14","27,6","0,10"
Facturas rellenas,"1,7",314,148,60,"0,1",105,"1,68",15,"0,7","1,71",101,46,88,88,"0,300","0,232","0,16","0,5",0
Facturas simples,"1,6",384,118,37,"0,08",105,"2,03",16,"0,75","2,19",130,60,103,103,"0,388","0,241","0,16","0,2",0
"Fideos de arroz, SIN TACC, crudos","0,07",4,24,2,"0,02",33,"0,22",11,"0,27","0,24",4,0,4,0,"0,050","0,079",0,0,0
"Fideos de arroz, SIN TACC, hervidos","0,03",2,9,1,"0,01",13,"0,08",4,"0,10","0,09",2,0,2,0,"0,019","0,030",0,0,0
"Fideos frescos, al huevo, crudos","0,66",26,179,15,"0,228",163,"3,35",46,"1,22","1,70",284,154,14,14,"0,705","0,439","0,31",0,0
